file,begin,end,speaker,overall_log_likelihood,speech_log_likelihood,phone_duration_deviation,snr
input,0.0,16.4906875,run_2dd941a4,-64.91025337325652,-65.76469751537648,3.7063745734317215,12.670090375213345
