file,begin,end,speaker,overall_log_likelihood,speech_log_likelihood,phone_duration_deviation,snr
input,0.0,21.1946875,run_a8487d04,-64.02397209768759,-65.19425497055053,3.7303804962239853,3.7778472557553684
