file,begin,end,speaker,overall_log_likelihood,speech_log_likelihood,phone_duration_deviation,snr
input,0.0,16.1813125,run_6c13a9fb,-63.28400224042027,-64.22494492440853,2.3150296867419136,6.475295190827898
