file,begin,end,speaker,overall_log_likelihood,speech_log_likelihood,phone_duration_deviation,snr
Cs_degree,0.0,15.509333333333334,data,-45.63612185686654,-49.403756013850575,2.4279421036768607,10.960581898009865
