file,begin,end,speaker,overall_log_likelihood,speech_log_likelihood,phone_duration_deviation,snr
input,0.0,22.1973125,run_3ed56e5a,-61.120917792792795,-62.82197161968247,2.4595200992625164,8.458941767150367
