file,begin,end,speaker,overall_log_likelihood,speech_log_likelihood,phone_duration_deviation,snr
innovation_utsav,0.0,23.530666666666665,data,-44.36509243518912,-43.38555553981236,1.6969723566670032,8.440342085263907
