file,begin,end,speaker,overall_log_likelihood,speech_log_likelihood,phone_duration_deviation,snr
input,0.0,19.7946875,run_4bbd6ba0,-65.17877558110156,-66.08917615989938,2.596284151478535,9.47294548758492
